,U3_HNV10CT104,U3_HNV10CT111,U3_HNV10CT102,U3_HNV10CT103
2017-01-04|09:52:52.000,33.32692,26.5976,29.02324,38.28238
2017-01-04|09:53:02.000,33.3385,26.64157,29.02625,38.27591
2017-01-04|09:53:12.000,33.34974,26.6291,29.02925,38.26944
2017-01-04|09:53:22.000,33.37962,26.64307,29.03225,38.29714
2017-01-04|09:53:32.000,33.38511,26.6584,29.03525,38.31872
2017-01-04|09:53:42.000,33.39061,26.66895,29.03825,38.44606
2017-01-04|09:53:52.000,33.39611,26.58533,29.01399,38.57213
2017-01-04|09:54:02.000,33.4016,26.6115,29.0123,38.51229
2017-01-04|09:54:12.000,33.40635,26.67052,29.01061,38.37291
2017-01-04|09:54:22.000,33.40989,26.62302,29.00892,38.28908
2017-01-04|09:54:32.000,33.41343,26.61565,29.00724,38.25068
2017-01-04|09:54:42.000,33.41697,26.66177,29.00555,38.22548
2017-01-04|09:54:52.000,33.42051,26.62106,29.00386,38.23108
2017-01-04|09:55:02.000,33.42405,26.58035,29.00218,38.25088
2017-01-04|09:55:12.000,33.4276,26.65501,29.00049,38.26706
2017-01-04|09:55:22.000,33.42049,26.60723,28.9988,38.28851
2017-01-04|09:55:32.000,33.41235,26.65142,28.99712,38.30334
2017-01-04|09:55:42.000,33.42068,26.62095,28.99543,38.31629
2017-01-04|09:55:52.000,33.42902,26.63259,28.99374,38.34926
2017-01-04|09:56:02.000,33.44766,26.66225,28.99205,38.37229
2017-01-04|09:56:12.000,33.46139,26.57526,28.99037,38.38953
2017-01-04|09:56:22.000,33.46946,26.56876,28.98868,38.37847
2017-01-04|09:56:32.000,33.47753,26.66214,28.99034,38.41057
2017-01-04|09:56:42.000,33.48931,26.59625,29.00066,38.59866
2017-01-04|09:56:52.000,33.50713,26.64807,29.01099,38.74361
2017-01-04|09:57:02.000,33.52496,26.59573,29.00719,38.75387
2017-01-04|09:57:12.000,33.48581,26.66443,28.99828,38.74786
2017-01-04|09:57:22.000,33.49442,26.58079,28.99269,38.74184
2017-01-04|09:57:32.000,33.50304,26.58302,29.00743,38.73582
2017-01-04|09:57:42.000,33.51043,26.64851,29.01676,38.70581
2017-01-04|09:57:52.000,33.51582,26.62383,29.0204,38.6859
2017-01-04|09:58:02.000,33.5212,26.67037,29.02403,38.68899
2017-01-04|09:58:12.000,33.52659,26.61118,29.02767,38.69857
2017-01-04|09:58:22.000,33.53197,26.6411,29.03131,38.70869
2017-01-04|09:58:32.000,33.54,26.59236,29.03494,38.72487
2017-01-04|09:58:42.000,33.54994,26.6038,29.03858,38.74156
2017-01-04|09:58:52.000,33.55988,26.60749,29.03085,38.75881
2017-01-04|09:59:02.000,33.5549,26.66797,29.02142,38.75079
2017-01-04|09:59:12.000,33.58245,26.65896,29.04109,38.78916
2017-01-04|09:59:22.000,33.58844,26.64995,29.04253,38.86137
2017-01-04|09:59:32.000,33.59132,26.64094,29.04397,38.96175
2017-01-04|09:59:42.000,33.59419,26.63193,29.04541,38.94557
2017-01-04|09:59:52.000,33.59706,26.62292,29.04685,38.89905
2017-01-04|10:00:02.000,33.59993,26.61391,29.0483,38.83863
2017-01-04|10:00:12.000,33.60281,26.6049,29.04974,38.80803
2017-01-04|10:00:22.000,33.60568,26.59589,29.05118,38.75849
2017-01-04|10:00:32.000,33.60855,26.58689,29.05262,38.74986
2017-01-04|10:00:42.000,33.61142,26.57788,29.05406,38.74124
2017-01-04|10:00:52.000,33.57155,26.56887,29.0555,38.73074
2017-01-04|10:01:02.000,33.55256,26.65131,29.05694,38.71221
2017-01-04|10:01:12.000,33.53494,26.57279,29.05838,38.72947
2017-01-04|10:01:22.000,33.54385,26.64725,29.05982,38.75848
2017-01-04|10:01:32.000,33.55277,26.61395,29.06126,38.78028
2017-01-04|10:01:42.000,33.55701,26.58064,29.06271,38.79691
2017-01-04|10:01:52.000,33.53978,26.57124,29.06415,38.81321
2017-01-04|10:02:02.000,33.53229,26.58789,29.06559,38.85992
2017-01-04|10:02:12.000,33.52942,26.60454,29.07548,38.96482
2017-01-04|10:02:22.000,33.52654,26.6212,29.08777,38.94632
2017-01-04|10:02:32.000,33.52367,26.63785,29.07188,38.91844
2017-01-04|10:02:42.000,33.5208,26.6545,29.0822,38.85349
2017-01-04|10:02:52.000,33.51793,26.67116,29.08769,38.78297
2017-01-04|10:03:02.000,33.51505,26.63122,29.06895,38.72016
2017-01-04|10:03:12.000,33.51218,26.58343,29.07422,38.68726
2017-01-04|10:03:22.000,33.50931,26.67638,29.07949,38.67541
2017-01-04|10:03:32.000,33.50389,26.68484,29.08476,38.66756
2017-01-04|10:03:42.000,33.49726,26.69329,29.09003,38.65972
2017-01-04|10:03:52.000,33.49063,26.70175,29.08542,38.64188
2017-01-04|10:04:02.000,33.48401,26.71021,29.09134,38.62187
2017-01-04|10:04:12.000,33.50992,26.71866,29.09033,38.60825
2017-01-04|10:04:22.000,33.51854,26.72712,29.08932,38.59684
2017-01-04|10:04:32.000,33.52715,26.73557,29.0883,38.58648
2017-01-04|10:04:42.000,33.53531,26.74402,29.08729,38.60529
2017-01-04|10:04:52.000,33.54132,26.75248,29.08628,38.62379
2017-01-04|10:05:02.000,33.54733,26.76093,29.08526,38.64323
2017-01-04|10:05:12.000,33.55334,26.76939,29.08425,38.67517
2017-01-04|10:05:22.000,33.55935,26.77784,29.08324,38.71638
2017-01-04|10:05:32.000,33.57752,26.70708,29.08223,38.758
2017-01-04|10:05:42.000,33.59421,26.73701,29.08121,38.82597
2017-01-04|10:05:52.000,33.60857,26.73877,29.0802,38.74582
2017-01-04|10:06:02.000,33.62613,26.75613,29.07919,38.61444
2017-01-04|10:06:12.000,33.63863,26.74812,29.07817,38.49749
2017-01-04|10:06:22.000,33.64129,26.72188,29.07716,38.40639
2017-01-04|10:06:32.000,33.64395,26.75804,29.07615,38.35431
2017-01-04|10:06:42.000,33.64661,26.74933,29.07514,38.32555
2017-01-04|10:06:52.000,33.64928,26.77471,29.07413,38.29594
2017-01-04|10:07:02.000,33.65194,26.7014,29.07311,38.31117
2017-01-04|10:07:12.000,33.6546,26.72393,29.0721,38.34834
2017-01-04|10:07:22.000,33.65726,26.7459,29.07109,38.34621
2017-01-04|10:07:32.000,33.65993,26.69094,29.07008,38.33785
2017-01-04|10:07:42.000,33.66259,26.76618,29.06907,38.29525
2017-01-04|10:07:52.000,33.63961,26.75072,29.06805,38.27219
2017-01-04|10:08:02.000,33.66511,26.68594,29.06704,38.27386
2017-01-04|10:08:12.000,33.68665,26.75073,29.06603,38.2822
2017-01-04|10:08:22.000,33.67527,26.76153,29.08129,38.29055
2017-01-04|10:08:32.000,33.68869,26.73399,29.05843,38.29722
2017-01-04|10:08:42.000,33.68061,26.7055,29.04097,38.3116
2017-01-04|10:08:52.000,33.67253,26.71199,29.05218,38.30151
2017-01-04|10:09:02.000,33.66446,26.7524,29.0634,38.30923
2017-01-04|10:09:12.000,33.65903,26.75594,29.0451,38.33147
2017-01-04|10:09:22.000,33.64729,26.7055,29.05247,38.35273
2017-01-04|10:09:32.000,33.63816,26.74935,29.05984,38.3689
2017-01-04|10:09:42.000,33.6412,26.75591,29.04037,38.39358
2017-01-04|10:09:52.000,33.64424,26.75725,29.04371,38.44548
2017-01-04|10:10:02.000,33.64728,26.68856,29.04706,38.617
2017-01-04|10:10:12.000,33.65032,26.75357,29.05042,38.79492
2017-01-04|10:10:22.000,33.65335,26.67506,29.05376,38.85443
2017-01-04|10:10:32.000,33.65639,26.72405,29.05712,38.89888
2017-01-04|10:10:42.000,33.65943,26.7169,29.06046,38.9264
2017-01-04|10:10:52.000,33.66247,26.78155,29.06382,38.92692
2017-01-04|10:11:02.000,33.6586,26.70728,29.05783,38.90909
2017-01-04|10:11:12.000,33.65143,26.73146,29.04918,38.89471
2017-01-04|10:11:22.000,33.64425,26.69753,29.05396,38.88347
2017-01-04|10:11:32.000,33.64742,26.73981,29.07237,38.87454
2017-01-04|10:11:42.000,33.66166,26.78208,29.08193,38.86561
2017-01-04|10:11:52.000,33.65961,26.70349,29.09149,38.83379
2017-01-04|10:12:02.000,33.65756,26.70734,29.06965,38.81654
2017-01-04|10:12:12.000,33.65551,26.72384,29.08324,38.81521
2017-01-04|10:12:22.000,33.65346,26.78169,29.06748,38.82152
2017-01-04|10:12:32.000,33.65141,26.72559,29.07976,38.82783
2017-01-04|10:12:42.000,33.64936,26.7188,29.09375,38.83414
2017-01-04|10:12:52.000,33.64731,26.70084,29.09675,38.86166
2017-01-04|10:13:02.000,33.64526,26.76382,29.09976,38.91291
2017-01-04|10:13:12.000,33.64321,26.70532,29.10276,39.03587
2017-01-04|10:13:22.000,33.64116,26.76241,29.10576,39.0148
2017-01-04|10:13:32.000,33.63911,26.70034,29.10876,38.95114
2017-01-04|10:13:42.000,33.63889,26.67864,29.11176,38.88472
2017-01-04|10:13:52.000,33.64351,26.78038,29.11477,38.83439
2017-01-04|10:14:02.000,33.64812,26.73088,29.11107,38.81807
2017-01-04|10:14:12.000,33.65273,26.77932,29.09495,38.83428
2017-01-04|10:14:22.000,33.65734,26.76924,29.11339,38.82504
2017-01-04|10:14:32.000,33.66196,26.75915,29.09253,38.8158
2017-01-04|10:14:42.000,33.66992,26.74907,29.10392,38.8048
2017-01-04|10:14:52.000,33.67949,26.73899,29.10392,38.79185
2017-01-04|10:15:02.000,33.68907,26.7289,29.12085,38.7611
2017-01-04|10:15:12.000,33.68118,26.71882,29.12782,38.78893
2017-01-04|10:15:22.000,33.67284,26.70873,29.13479,38.80219
2017-01-04|10:15:32.000,33.6645,26.69865,29.14177,38.78696
2017-01-04|10:15:42.000,33.67056,26.68857,29.14196,38.76014
2017-01-04|10:15:52.000,33.69325,26.67849,29.12354,38.76369
2017-01-04|10:16:02.000,33.70761,26.77752,29.14442,38.76723
2017-01-04|10:16:12.000,33.71724,26.67598,29.14631,38.77078
2017-01-04|10:16:22.000,33.72162,26.78411,29.14819,38.77433
2017-01-04|10:16:32.000,33.72601,26.78986,29.15007,38.77787
2017-01-04|10:16:42.000,33.73039,26.79562,29.15196,38.78142
2017-01-04|10:16:52.000,33.73477,26.80137,29.15384,38.78497
2017-01-04|10:17:02.000,33.73915,26.80713,29.15573,38.81287
2017-01-04|10:17:12.000,33.73827,26.81288,29.15761,38.84067
2017-01-04|10:17:22.000,33.73348,26.81863,29.1595,38.96183
2017-01-04|10:17:32.000,33.72869,26.82439,29.16138,39.06815
2017-01-04|10:17:42.000,33.7239,26.83014,29.16327,39.05301
2017-01-04|10:17:52.000,33.71912,26.8359,29.16515,39.01939
2017-01-04|10:18:02.000,33.72641,26.84165,29.16703,38.98932
2017-01-04|10:18:12.000,33.75154,26.84741,29.16892,38.97897
2017-01-04|10:18:22.000,33.76514,26.85316,29.14821,38.96861
2017-01-04|10:18:32.000,33.79346,26.85892,29.15451,38.94439
2017-01-04|10:18:42.000,33.79785,26.86467,29.1608,38.95139
2017-01-04|10:18:52.000,33.80223,26.87042,29.1671,38.95839
2017-01-04|10:19:02.000,33.80661,26.87618,29.15392,38.96539
2017-01-04|10:19:12.000,33.81099,26.88194,29.14672,38.94113
2017-01-04|10:19:22.000,33.81537,26.88769,29.17025,38.92638
2017-01-04|10:19:32.000,33.82327,26.85254,29.17216,38.91796
2017-01-04|10:19:42.000,33.84051,26.80122,29.17408,38.93786
2017-01-04|10:19:52.000,33.85393,26.82196,29.17599,38.94703
2017-01-04|10:20:02.000,33.86623,26.8427,29.1779,38.95464
2017-01-04|10:20:12.000,33.87227,26.86344,29.17982,38.96226
2017-01-04|10:20:22.000,33.87527,26.88418,29.18173,38.96838
2017-01-04|10:20:32.000,33.87828,26.78798,29.18364,38.97285
2017-01-04|10:20:42.000,33.88129,26.8287,29.18555,38.97731
2017-01-04|10:20:52.000,33.88429,26.85301,29.18746,38.98177
2017-01-04|10:21:02.000,33.8873,26.81483,29.18938,38.98624
2017-01-04|10:21:12.000,33.8903,26.78713,29.19129,38.9907
2017-01-04|10:21:22.000,33.89331,26.84208,29.1932,39.00731
2017-01-04|10:21:32.000,33.89137,26.87963,29.18868,39.02982
2017-01-04|10:21:42.000,33.89745,26.87188,29.19125,39.06325
2017-01-04|10:21:52.000,33.91591,26.79382,29.16974,39.19578
2017-01-04|10:22:02.000,33.92356,26.83308,29.18798,39.2719
2017-01-04|10:22:12.000,33.92595,26.87233,29.1802,39.2534
2017-01-04|10:22:22.000,33.92834,26.80639,29.18325,39.21103
2017-01-04|10:22:32.000,33.93074,26.79311,29.17267,39.14866
2017-01-04|10:22:42.000,33.93313,26.86304,29.17486,39.09924
2017-01-04|10:22:52.000,33.93552,26.83306,29.18073,39.05492
2017-01-04|10:23:02.000,33.93791,26.87804,29.1866,39.0168
2017-01-04|10:23:12.000,33.9403,26.82308,29.19246,38.99954
2017-01-04|10:23:22.000,33.9427,26.89234,29.17854,38.97363
2017-01-04|10:23:32.000,33.94509,26.88835,29.194,39.01627
2017-01-04|10:23:42.000,33.94748,26.88437,29.18839,39.00837
2017-01-04|10:23:52.000,33.92497,26.88039,29.18278,38.99841
2017-01-04|10:24:02.000,33.93024,26.87641,29.17717,38.99574
2017-01-04|10:24:12.000,33.93551,26.87242,29.17155,39.01015
2017-01-04|10:24:22.000,33.94078,26.86844,29.19846,39.03286
2017-01-04|10:24:32.000,33.94606,26.86446,29.20583,39.06136
2017-01-04|10:24:42.000,33.96951,26.86048,29.21321,39.09182
2017-01-04|10:24:52.000,33.95861,26.85649,29.22058,39.03061
2017-01-04|10:25:02.000,33.94178,26.85251,29.20998,39.0161
2017-01-04|10:25:12.000,33.92563,26.84853,29.21901,39.0089
2017-01-04|10:25:22.000,33.90532,26.84455,29.21423,39.00171
2017-01-04|10:25:32.000,33.89117,26.84056,29.20945,38.99452
2017-01-04|10:25:42.000,33.88255,26.83658,29.20467,38.99941
2017-01-04|10:25:52.000,33.87393,26.8326,29.19989,39.0102
2017-01-04|10:26:02.000,33.87267,26.82862,29.19511,39.02274
2017-01-04|10:26:12.000,33.91057,26.82463,29.21708,39.03999
2017-01-04|10:26:22.000,33.90163,26.82065,29.21837,39.11672
2017-01-04|10:26:26.000,33.89705,26.81906,29.21481,39.17563
2017-01-04|10:26:36.000,33.90054,26.81508,29.20591,39.26864
2017-01-04|10:26:46.000,33.90404,26.81109,29.19701,39.25438
2017-01-04|10:26:56.000,33.90753,26.80711,29.21526,39.20074
2017-01-04|10:27:06.000,33.91103,26.80313,29.20352,39.15165
2017-01-04|10:27:16.000,33.91452,26.79915,29.21834,39.12241
2017-01-04|10:27:26.000,33.91801,26.79516,29.21236,39.11112
2017-01-04|10:27:36.000,33.9215,26.79118,29.20198,39.10034
2017-01-04|10:27:46.000,33.90718,26.7872,29.2169,39.07928
2017-01-04|10:27:56.000,33.89748,26.78322,29.20255,39.0376
2017-01-04|10:28:06.000,33.90556,26.8114,29.2171,38.98755
2017-01-04|10:28:16.000,33.91364,26.84583,29.20717,38.9414
2017-01-04|10:28:26.000,33.92172,26.81322,29.19724,38.95578
2017-01-04|10:28:36.000,33.86718,26.85539,29.21848,38.9763
2017-01-04|10:28:46.000,33.8399,26.88848,29.21504,39.0201
2017-01-04|10:28:56.000,33.83032,26.87015,29.21159,39.05279
2017-01-04|10:29:06.000,33.82075,26.84842,29.20815,39.11784
2017-01-04|10:29:16.000,33.79144,26.79057,29.20471,39.19777
2017-01-04|10:29:26.000,33.78405,26.80259,29.20127,39.17642
2017-01-04|10:29:36.000,33.77667,26.84266,29.19783,39.15083
2017-01-04|10:29:46.000,33.76928,26.86708,29.206,39.08687
2017-01-04|10:29:56.000,33.80206,26.88901,29.20908,39.01994
2017-01-04|10:30:06.000,33.79879,26.85102,29.19577,38.96259
2017-01-04|10:30:16.000,33.79863,26.83001,29.20699,38.94101
2017-01-04|10:30:26.000,33.77057,26.83269,29.21821,38.97047
2017-01-04|10:30:36.000,33.72185,26.81112,29.19316,38.9794
2017-01-04|10:30:46.000,33.69015,26.81913,29.18931,38.98833
2017-01-04|10:30:56.000,33.67363,26.79602,29.18545,38.98452
2017-01-04|10:31:06.000,33.65748,26.80597,29.1816,38.99914
2017-01-04|10:31:16.000,33.64133,26.89052,29.17775,39.00633
2017-01-04|10:31:26.000,33.61771,26.88528,29.17389,39.01353
2017-01-04|10:31:36.000,33.62836,26.79278,29.17004,39.03403
2017-01-04|10:31:46.000,33.64581,26.81874,29.20006,39.04547
2017-01-04|10:31:56.000,33.66016,26.84687,29.20765,38.85555
2017-01-04|10:32:06.000,33.68156,26.88907,29.21525,38.63745
2017-01-04|10:32:16.000,33.71434,26.8784,29.19717,38.48563
2017-01-04|10:32:26.000,33.70259,26.86773,29.21008,38.41533
2017-01-04|10:32:36.000,33.69083,26.85706,29.19368,38.3694
2017-01-04|10:32:46.000,33.70254,26.84639,29.17524,38.34782
2017-01-04|10:32:56.000,33.71316,26.83571,29.18103,38.3277
2017-01-04|10:33:06.000,33.70141,26.82504,29.16809,38.30274
2017-01-04|10:33:16.000,33.68966,26.81437,29.1667,38.27991
2017-01-04|10:33:26.000,33.66695,26.8037,29.16531,38.28332
2017-01-04|10:33:36.000,33.67987,26.79303,29.16392,38.3499
2017-01-04|10:33:46.000,33.66497,26.78365,29.16253,38.36456
2017-01-04|10:33:56.000,33.67389,26.7915,29.16114,38.34356
2017-01-04|10:34:06.000,33.6828,26.79935,29.15976,38.33493
2017-01-04|10:34:16.000,33.68641,26.8072,29.15837,38.3263
2017-01-04|10:34:26.000,33.67563,26.81505,29.15698,38.31621
2017-01-04|10:34:36.000,33.66486,26.8229,29.15559,38.29895
2017-01-04|10:34:46.000,33.67122,26.83076,29.1542,38.318
2017-01-04|10:34:56.000,33.68055,26.83861,29.15281,38.36608
2017-01-04|10:35:06.000,33.69094,26.84646,29.15143,38.3934
2017-01-04|10:35:16.000,33.71444,26.85431,29.15004,38.4374
2017-01-04|10:35:26.000,33.70874,26.86216,29.14865,38.4731
2017-01-04|10:35:36.000,33.70211,26.87001,29.14726,38.50579
2017-01-04|10:35:46.000,33.69548,26.87786,29.14588,38.55721
2017-01-04|10:35:56.000,33.68633,26.88571,29.14449,38.64169
2017-01-04|10:36:06.000,33.66737,26.8677,29.16661,38.68898
2017-01-04|10:36:16.000,33.67571,26.88878,29.15067,38.62378
2017-01-04|10:36:26.000,33.68405,26.83087,29.15134,38.54329
2017-01-04|10:36:36.000,33.69239,26.88582,29.16559,38.46714
2017-01-04|10:36:46.000,33.70073,26.82152,29.15963,38.43014
2017-01-04|10:36:56.000,33.70906,26.87148,29.16715,38.44076
2017-01-04|10:37:06.000,33.71764,26.81486,29.16253,38.45496
2017-01-04|10:37:16.000,33.72688,26.77875,29.14139,38.46455
2017-01-04|10:37:26.000,33.73611,26.77308,29.13723,38.47413
2017-01-04|10:37:36.000,33.7382,26.76742,29.13307,38.49372
2017-01-04|10:37:46.000,33.73219,26.76175,29.12891,38.51186
2017-01-04|10:37:56.000,33.72617,26.75609,29.12474,38.52985
2017-01-04|10:38:06.000,33.72016,26.75042,29.12058,38.55142
2017-01-04|10:38:16.000,33.71137,26.74476,29.144,38.54642
2017-01-04|10:38:26.000,33.68889,26.73909,29.14791,38.57457
2017-01-04|10:38:36.000,33.66641,26.73343,29.15182,38.60045
2017-01-04|10:38:46.000,33.6603,26.72776,29.15573,38.67755
2017-01-04|10:38:56.000,33.65666,26.72209,29.15965,38.65056
2017-01-04|10:39:06.000,33.65302,26.71643,29.16356,38.5562
2017-01-04|10:39:16.000,33.64938,26.71076,29.16747,38.48011
2017-01-04|10:39:26.000,33.64574,26.7051,29.15448,38.48218
2017-01-04|10:39:36.000,33.64211,26.69943,29.14195,38.4911
2017-01-04|10:39:46.000,33.63847,26.69377,29.13952,38.50003
2017-01-04|10:39:56.000,33.64556,26.6881,29.13709,38.5212
2017-01-04|10:40:06.000,33.65589,26.68243,29.13465,38.55003
2017-01-04|10:40:16.000,33.66212,26.67677,29.13222,38.55573
2017-01-04|10:40:26.000,33.65716,26.77065,29.12979,38.55947
2017-01-04|10:40:36.000,33.65219,26.7589,29.12735,38.56322
2017-01-04|10:40:46.000,33.64722,26.7644,29.12492,38.56697
2017-01-04|10:40:56.000,33.64225,26.74285,29.12248,38.57072
2017-01-04|10:41:06.000,33.63815,26.7213,29.12005,38.57447
2017-01-04|10:41:16.000,33.64598,26.69975,29.11762,38.58673
2017-01-04|10:41:26.000,33.65381,26.67819,29.14406,38.75081
2017-01-04|10:41:36.000,33.66164,26.7578,29.14678,38.86855
2017-01-04|10:41:46.000,33.67586,26.7199,29.1495,38.91345
2017-01-04|10:41:56.000,33.68703,26.682,29.15222,38.93913
2017-01-04|10:42:06.000,33.67342,26.73725,29.15494,38.92065
2017-01-04|10:42:16.000,33.66413,26.71028,29.15765,38.89207
2017-01-04|10:42:26.000,33.66667,26.72702,29.16037,38.90502
2017-01-04|10:42:36.000,33.6692,26.78384,29.16309,38.91814
2017-01-04|10:42:46.000,33.67173,26.79472,29.16581,38.93176
2017-01-04|10:42:56.000,33.67427,26.8056,29.16852,38.94989
2017-01-04|10:43:06.000,33.6768,26.81649,29.17216,38.97007
2017-01-04|10:43:16.000,33.67934,26.82737,29.17607,38.98043
2017-01-04|10:43:26.000,33.68187,26.83825,29.17998,38.99079
2017-01-04|10:43:36.000,33.68441,26.84913,29.18389,39.02767
2017-01-04|10:43:46.000,33.68694,26.86002,29.1878,39.11591
2017-01-04|10:43:56.000,33.68642,26.8709,29.19172,39.16627
2017-01-04|10:44:06.000,33.72194,26.88178,29.17049,39.15104
2017-01-04|10:44:16.000,33.74041,26.89266,29.19034,39.08994
2017-01-04|10:44:26.000,33.75416,26.81949,29.17891,39.01977
2017-01-04|10:44:36.000,33.76842,26.82931,29.19605,38.95763
2017-01-04|10:44:46.000,33.79192,26.8771,29.21218,38.95189
2017-01-04|10:44:56.000,33.7976,26.8014,29.21792,38.97058
2017-01-04|10:45:06.000,33.80267,26.88936,29.22109,39.00655
2017-01-04|10:45:16.000,33.80774,26.88568,29.22553,39.04297
2017-01-04|10:45:26.000,33.81281,26.83073,29.22998,39.05957
2017-01-04|10:45:36.000,33.81788,26.88568,29.23443,39.07334
2017-01-04|10:45:46.000,33.79615,26.80828,29.23888,39.08293
2017-01-04|10:45:56.000,33.78592,26.87698,29.24333,39.09252
2017-01-04|10:46:06.000,33.77808,26.83446,29.23677,39.10146
2017-01-04|10:46:16.000,33.77025,26.85968,29.24968,39.11009
2017-01-04|10:46:26.000,33.73711,26.78839,29.25629,39.11871
2017-01-04|10:46:36.000,33.71638,26.8074,29.26291,39.21362
2017-01-04|10:46:46.000,33.73485,26.79971,29.26953,39.21021
2017-01-04|10:46:56.000,33.75823,26.88783,29.27581,39.17557
2017-01-04|10:47:06.000,33.80217,26.80932,29.28181,39.13169
2017-01-04|10:47:16.000,33.83039,26.85632,29.28782,39.07992
2017-01-04|10:47:26.000,33.82611,26.86088,29.29382,39.03533
2017-01-04|10:47:36.000,33.8069,26.81585,29.28678,39.02221
2017-01-04|10:47:46.000,33.79301,26.8737,29.2746,39.03114
2017-01-04|10:47:56.000,33.79762,26.91717,29.29947,39.04006
2017-01-04|10:48:06.000,33.80224,26.87428,29.30417,39.06021
2017-01-04|10:48:16.000,33.80685,26.99541,29.30886,39.06233
2017-01-04|10:48:26.000,33.81147,26.89704,29.31356,39.05107
2017-01-04|10:48:36.000,33.81609,26.9581,29.31825,39.03665
2017-01-04|10:48:46.000,33.82658,26.89603,29.32294,39.01919
2017-01-04|10:48:56.000,33.84382,26.94182,29.32834,39.03644
2017-01-04|10:49:06.000,33.85197,26.98762,29.33395,39.05724
2017-01-04|10:49:16.000,33.85979,26.9726,29.33956,39.08322
2017-01-04|10:49:26.000,33.86762,26.94952,29.34516,39.07131
2017-01-04|10:49:36.000,33.87772,26.95996,29.33561,39.04484
2017-01-04|10:49:46.000,33.88897,26.97489,29.34637,39.05035
2017-01-04|10:49:56.000,33.9096,26.93826,29.35286,39.05586
2017-01-04|10:50:06.000,33.90284,26.90162,29.35635,39.06137
2017-01-04|10:50:16.000,33.87411,27.01255,29.35984,39.06688
2017-01-04|10:50:26.000,33.87702,27.02701,29.36333,39.04956
2017-01-04|10:50:36.000,33.88486,27.04148,29.36682,39.08303
2017-01-04|10:50:46.000,33.89269,27.05594,29.37031,39.10716
2017-01-04|10:50:56.000,33.91697,27.0704,29.37379,39.11378
2017-01-04|10:51:06.000,33.94057,27.08486,29.35361,39.13584
2017-01-04|10:51:16.000,33.97259,27.09933,29.36394,39.23584
2017-01-04|10:51:26.000,33.95643,27.0414,29.37427,39.19772
2017-01-04|10:51:36.000,33.93277,27.09935,29.37467,39.06725
2017-01-04|10:51:46.000,33.92809,27.07324,29.37195,38.93197
2017-01-04|10:51:56.000,33.93731,27.02744,29.36923,38.83263
2017-01-04|10:52:06.000,33.94654,27.07592,29.36652,38.7622
2017-01-04|10:52:16.000,33.96094,27.10731,29.3638,38.70969
2017-01-04|10:52:26.000,33.97179,27.02966,29.36108,38.71832
2017-01-04|10:52:36.000,33.96055,27.10293,29.35836,38.72694
2017-01-04|10:52:46.000,33.94931,27.02513,29.35565,38.76126
2017-01-04|10:52:56.000,33.9177,27.07292,29.35293,38.79876
2017-01-04|10:53:06.000,33.90319,27.00515,29.35021,38.82743
2017-01-04|10:53:16.000,33.92681,27.03949,29.35592,38.84806
2017-01-04|10:53:26.000,33.93542,27.07384,29.37026,38.87413
2017-01-04|10:53:36.000,33.94403,27.10819,29.3607,38.89192
2017-01-04|10:53:46.000,33.95413,27.02053,29.35114,38.8969
2017-01-04|10:53:56.000,33.96537,27.05843,29.36669,38.90187
2017-01-04|10:54:06.000,33.95656,27.09633,29.35496,38.90685
2017-01-04|10:54:16.000,33.93061,27.02713,29.36861,38.91183
2017-01-04|10:54:26.000,33.93052,27.08932,29.35343,38.97181
2017-01-04|10:54:36.000,33.94572,27.03299,29.35569,39.02115
2017-01-04|10:54:46.000,33.97637,27.04295,29.3566,38.94347
2017-01-04|10:54:56.000,33.98671,27.05569,29.36443,38.84148
2017-01-04|10:55:06.000,33.99705,27.09416,29.37225,38.7709
2017-01-04|10:55:16.000,33.98962,27.02677,29.35583,38.73681
2017-01-04|10:55:26.000,33.97669,27.06904,29.36874,38.71465
2017-01-04|10:55:36.000,33.98223,27.11132,29.36042,38.73045
2017-01-04|10:55:46.000,33.99347,27.0879,29.35594,38.71966
2017-01-04|10:55:56.000,34.00222,27.02197,29.37282,38.70887
2017-01-04|10:56:06.000,34.00809,27.07431,29.36207,38.73225
2017-01-04|10:56:16.000,34.01397,27.01623,29.35131,38.80782
2017-01-04|10:56:26.000,34.01984,27.06789,29.37445,38.79535
2017-01-04|10:56:36.000,34.02672,27.0183,29.37185,38.7746
2017-01-04|10:56:46.000,34.04825,27.06058,29.36924,38.75372
2017-01-04|10:56:56.000,34.05638,27.10285,29.36663,38.74195
2017-01-04|10:57:06.000,34.06239,27.00829,29.36402,38.7373
2017-01-04|10:57:16.000,34.0684,27.09284,29.36142,38.75252
2017-01-04|10:57:26.000,34.07442,27.06623,29.35881,38.78
2017-01-04|10:57:36.000,34.06733,27.00517,29.3562,38.85046
2017-01-04|10:57:46.000,34.05267,27.00925,29.35359,38.91314
2017-01-04|10:57:56.000,34.07618,27.10917,29.35098,38.95946
2017-01-04|10:58:06.000,34.09014,27.08779,29.3546,39.01567
2017-01-04|10:58:16.000,34.10374,27.02787,29.37057,39.11456
2017-01-04|10:58:26.000,34.11735,27.09657,29.37317,39.04871
2017-01-04|10:58:36.000,34.0866,27.01966,29.3699,38.9764
2017-01-04|10:58:46.000,34.12737,27.05563,29.36663,38.91642
2017-01-04|10:58:56.000,34.10585,27.10131,29.36337,38.86409
